ID,Word
1806,akun_aplikasi_premium
1807,apple_music_bstation
1808,canva_capcut
1809,chat_gpt_disney
1810,netflix_prime_video
1811,viu_vision
1812,venezia
1813,wasit_onana
1814,fakhri_husaini
1815,ambruk
1816,jawa_barat_vs_kalsel
1817,renang_indonesia
1818,yn
1819,izzy
1820,prestasi_izzy
1821,ntb_ntt
1822,tim_golf_jateng
1823,boi
1824,amadeus
1825,nicolas
1826,wig
1827,biar_jawa_timur
1828,inggriani
1829,leica
1830,kaya_izzy
1831,halak_muda
1832,leican
1833,amarga_venue
1834,menpora_puas
1835,acara_nyoe
1836,jumat_malam
